# #4313 — each document that pointed at #gatheringProduct / #akashaProduct, and its product.
# Decided by reading each one (Jeff 16:50: "look at each doc some may belong to chorus").
# product: chorus | gathering | both | none (consulting work, no Chorus/Gathering product)
https://jeffbridwell.com/chorus#doc/gathering-chorus.html	both	gathering-chorus.html	Gathering + Chorus | Open Platform for Personal Knowledge & Team Coordination
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fdefinition-of-done.html	both	gathering-docs/definition-of-done.html	Definition of Done — Gathering &amp; Chorus
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fdomain-index.html	both	gathering-docs/domain-index.html	Domain Index — Gathering &amp; Chorus
https://jeffbridwell.com/chorus#doc/v1-acceptance-criteria.html	both	v1-acceptance-criteria.html	V1 Acceptance Criteria — Gathering + Chorus
https://jeffbridwell.com/chorus#doc/doc-catalog.html	chorus	doc-catalog.html	Doc Catalog — Chorus
https://jeffbridwell.com/chorus#doc/docs%2Fadr%2FDEC-093.md	chorus	docs/adr/DEC-093.md	
https://jeffbridwell.com/chorus#doc/dpor-report.html	chorus	dpor-report.html	Chorus Playbook — DPOR Diagnostic Report
https://jeffbridwell.com/chorus#doc/gathering-docs%2Factor-diagram-nudge.html	chorus	gathering-docs/actor-diagram-nudge.html	Nudge — Actor Diagram
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fathena-cmdb-view.html	chorus	gathering-docs/athena-cmdb-view.html	CMDB — Products & Domains
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fathena-service-design.html	chorus	gathering-docs/athena-service-design.html	
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fawareness-service-design.html	chorus	gathering-docs/awareness-service-design.html	Shared Awareness — Service Design
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fax.html	chorus	gathering-docs/ax.html	AX — Agent Experience
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fbdd-seeds.html	chorus	gathering-docs/bdd-seeds.html	BDD — Seed Pipeline
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fblockverse-shared-awareness.html	chorus	gathering-docs/blockverse-shared-awareness.html	Reports from the Blockverse — Shared Awareness
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fboard-triage.html	chorus	gathering-docs/board-triage.html	Board Triage &mdash; Possible / Viable / Worth It
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fborg-mitosis.html	chorus	gathering-docs/borg-mitosis.html	Borg Mitosis — How Chorus Reproduces Across Products
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fc4-convergence-tier.html	chorus	gathering-docs/c4-convergence-tier.html	C4 — Convergence Tier Architecture
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fcadence-analysis.html	chorus	gathering-docs/cadence-analysis.html	Team Work Cadences — Wren #1397
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fcard-type-spec.html	chorus	gathering-docs/card-type-spec.html	Card Type Specification
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fcheat-sheet.html	chorus	gathering-docs/cheat-sheet.html	Chorus Command Card
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fchorus-context-diagram-v2.html	chorus	gathering-docs/chorus-context-diagram-v2.html	Chorus Reference Model
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fchorus-distribution-assessment.html	chorus	gathering-docs/chorus-distribution-assessment.html	Chorus — State of the System
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fchorus-domain-decomposition.html	chorus	gathering-docs/chorus-domain-decomposition.html	Chorus Domain Decomposition — Synthesis
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fchorus-domain-map-v2.html	chorus	gathering-docs/chorus-domain-map-v2.html	Chorus Domain Map v2 — Reference Model + Quality Contract
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fchorus-domain-map-v3.html	chorus	gathering-docs/chorus-domain-map-v3.html	Chorus Domain Map v3 — Sub-products, Domains, Services
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fchorus-hook-architecture.html	chorus	gathering-docs/chorus-hook-architecture.html	Chorus Hook Architecture
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fchorus-instance-explorer.html	chorus	gathering-docs/chorus-instance-explorer.html	Chorus Ontology
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fchorus-repo-structure.html	chorus	gathering-docs/chorus-repo-structure.html	Chorus Repo Structure &mdash; April 2026
https://jeffbridwell.com/chorus#doc/gathering-docs%2Fchorus-service-design.html	chorus	gathering-docs/chorus-service-design.html	Chorus — Service Design
